region,year,wgs84,rd
arbeidsmarktregio,2014,https://cartomap.github.io/nl/wgs84/arbeidsmarktregio_2014.geojson,https://cartomap.github.io/nl/rd/arbeidsmarktregio_2014.geojson
arbeidsmarktregio,2015,https://cartomap.github.io/nl/wgs84/arbeidsmarktregio_2015.geojson,https://cartomap.github.io/nl/rd/arbeidsmarktregio_2015.geojson
arbeidsmarktregio,2016,https://cartomap.github.io/nl/wgs84/arbeidsmarktregio_2016.geojson,https://cartomap.github.io/nl/rd/arbeidsmarktregio_2016.geojson
arbeidsmarktregio,2017,https://cartomap.github.io/nl/wgs84/arbeidsmarktregio_2017.geojson,https://cartomap.github.io/nl/rd/arbeidsmarktregio_2017.geojson
arbeidsmarktregio,2018,https://cartomap.github.io/nl/wgs84/arbeidsmarktregio_2018.geojson,https://cartomap.github.io/nl/rd/arbeidsmarktregio_2018.geojson
arbeidsmarktregio,2019,https://cartomap.github.io/nl/wgs84/arbeidsmarktregio_2019.geojson,https://cartomap.github.io/nl/rd/arbeidsmarktregio_2019.geojson
arbeidsmarktregio,2020,https://cartomap.github.io/nl/wgs84/arbeidsmarktregio_2020.geojson,https://cartomap.github.io/nl/rd/arbeidsmarktregio_2020.geojson
arbeidsmarktregio,2021,https://cartomap.github.io/nl/wgs84/arbeidsmarktregio_2021.geojson,https://cartomap.github.io/nl/rd/arbeidsmarktregio_2021.geojson
arbeidsmarktregio,2022,https://cartomap.github.io/nl/wgs84/arbeidsmarktregio_2022.geojson,https://cartomap.github.io/nl/rd/arbeidsmarktregio_2022.geojson
arbeidsmarktregio,2023,https://cartomap.github.io/nl/wgs84/arbeidsmarktregio_2023.geojson,https://cartomap.github.io/nl/rd/arbeidsmarktregio_2023.geojson
arrondissementsgebied,1995,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_1995.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_1995.geojson
arrondissementsgebied,1996,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_1996.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_1996.geojson
arrondissementsgebied,1997,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_1997.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_1997.geojson
arrondissementsgebied,1998,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_1998.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_1998.geojson
arrondissementsgebied,1999,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_1999.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_1999.geojson
arrondissementsgebied,2000,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_2000.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_2000.geojson
arrondissementsgebied,2001,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_2001.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_2001.geojson
arrondissementsgebied,2002,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_2002.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_2002.geojson
arrondissementsgebied,2003,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_2003.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_2003.geojson
arrondissementsgebied,2004,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_2004.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_2004.geojson
arrondissementsgebied,2005,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_2005.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_2005.geojson
arrondissementsgebied,2006,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_2006.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_2006.geojson
arrondissementsgebied,2007,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_2007.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_2007.geojson
arrondissementsgebied,2008,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_2008.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_2008.geojson
arrondissementsgebied,2009,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_2009.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_2009.geojson
arrondissementsgebied,2010,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_2010.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_2010.geojson
arrondissementsgebied,2011,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_2011.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_2011.geojson
arrondissementsgebied,2012,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_2012.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_2012.geojson
arrondissementsgebied,2013,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_2013.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_2013.geojson
arrondissementsgebied,2014,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_2014.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_2014.geojson
arrondissementsgebied,2015,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_2015.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_2015.geojson
arrondissementsgebied,2016,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_2016.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_2016.geojson
arrondissementsgebied,2017,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_2017.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_2017.geojson
arrondissementsgebied,2018,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_2018.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_2018.geojson
arrondissementsgebied,2019,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_2019.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_2019.geojson
arrondissementsgebied,2020,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_2020.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_2020.geojson
arrondissementsgebied,2021,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_2021.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_2021.geojson
arrondissementsgebied,2022,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_2022.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_2022.geojson
arrondissementsgebied,2023,https://cartomap.github.io/nl/wgs84/arrondissementsgebied_2023.geojson,https://cartomap.github.io/nl/rd/arrondissementsgebied_2023.geojson
brandweerregio,1995,https://cartomap.github.io/nl/wgs84/brandweerregio_1995.geojson,https://cartomap.github.io/nl/rd/brandweerregio_1995.geojson
brandweerregio,1996,https://cartomap.github.io/nl/wgs84/brandweerregio_1996.geojson,https://cartomap.github.io/nl/rd/brandweerregio_1996.geojson
brandweerregio,1997,https://cartomap.github.io/nl/wgs84/brandweerregio_1997.geojson,https://cartomap.github.io/nl/rd/brandweerregio_1997.geojson
brandweerregio,1998,https://cartomap.github.io/nl/wgs84/brandweerregio_1998.geojson,https://cartomap.github.io/nl/rd/brandweerregio_1998.geojson
brandweerregio,1999,https://cartomap.github.io/nl/wgs84/brandweerregio_1999.geojson,https://cartomap.github.io/nl/rd/brandweerregio_1999.geojson
brandweerregio,2000,https://cartomap.github.io/nl/wgs84/brandweerregio_2000.geojson,https://cartomap.github.io/nl/rd/brandweerregio_2000.geojson
brandweerregio,2001,https://cartomap.github.io/nl/wgs84/brandweerregio_2001.geojson,https://cartomap.github.io/nl/rd/brandweerregio_2001.geojson
brandweerregio,2002,https://cartomap.github.io/nl/wgs84/brandweerregio_2002.geojson,https://cartomap.github.io/nl/rd/brandweerregio_2002.geojson
brandweerregio,2003,https://cartomap.github.io/nl/wgs84/brandweerregio_2003.geojson,https://cartomap.github.io/nl/rd/brandweerregio_2003.geojson
brandweerregio,2004,https://cartomap.github.io/nl/wgs84/brandweerregio_2004.geojson,https://cartomap.github.io/nl/rd/brandweerregio_2004.geojson
brandweerregio,2005,https://cartomap.github.io/nl/wgs84/brandweerregio_2005.geojson,https://cartomap.github.io/nl/rd/brandweerregio_2005.geojson
brandweerregio,2006,https://cartomap.github.io/nl/wgs84/brandweerregio_2006.geojson,https://cartomap.github.io/nl/rd/brandweerregio_2006.geojson
brandweerregio,2007,https://cartomap.github.io/nl/wgs84/brandweerregio_2007.geojson,https://cartomap.github.io/nl/rd/brandweerregio_2007.geojson
brandweerregio,2008,https://cartomap.github.io/nl/wgs84/brandweerregio_2008.geojson,https://cartomap.github.io/nl/rd/brandweerregio_2008.geojson
brandweerregio,2009,https://cartomap.github.io/nl/wgs84/brandweerregio_2009.geojson,https://cartomap.github.io/nl/rd/brandweerregio_2009.geojson
brandweerregio,2010,https://cartomap.github.io/nl/wgs84/brandweerregio_2010.geojson,https://cartomap.github.io/nl/rd/brandweerregio_2010.geojson
buurt,1995,https://cartomap.github.io/nl/wgs84/buurt_1995.geojson,https://cartomap.github.io/nl/rd/buurt_1995.geojson
buurt,1996,https://cartomap.github.io/nl/wgs84/buurt_1996.geojson,https://cartomap.github.io/nl/rd/buurt_1996.geojson
buurt,1997,https://cartomap.github.io/nl/wgs84/buurt_1997.geojson,https://cartomap.github.io/nl/rd/buurt_1997.geojson
buurt,1998,https://cartomap.github.io/nl/wgs84/buurt_1998.geojson,https://cartomap.github.io/nl/rd/buurt_1998.geojson
buurt,1999,https://cartomap.github.io/nl/wgs84/buurt_1999.geojson,https://cartomap.github.io/nl/rd/buurt_1999.geojson
buurt,2000,https://cartomap.github.io/nl/wgs84/buurt_2000.geojson,https://cartomap.github.io/nl/rd/buurt_2000.geojson
buurt,2001,https://cartomap.github.io/nl/wgs84/buurt_2001.geojson,https://cartomap.github.io/nl/rd/buurt_2001.geojson
buurt,2002,https://cartomap.github.io/nl/wgs84/buurt_2002.geojson,https://cartomap.github.io/nl/rd/buurt_2002.geojson
buurt,2003,https://cartomap.github.io/nl/wgs84/buurt_2003.geojson,https://cartomap.github.io/nl/rd/buurt_2003.geojson
buurt,2004,https://cartomap.github.io/nl/wgs84/buurt_2004.geojson,https://cartomap.github.io/nl/rd/buurt_2004.geojson
buurt,2005,https://cartomap.github.io/nl/wgs84/buurt_2005.geojson,https://cartomap.github.io/nl/rd/buurt_2005.geojson
buurt,2006,https://cartomap.github.io/nl/wgs84/buurt_2006.geojson,https://cartomap.github.io/nl/rd/buurt_2006.geojson
buurt,2007,https://cartomap.github.io/nl/wgs84/buurt_2007.geojson,https://cartomap.github.io/nl/rd/buurt_2007.geojson
buurt,2008,https://cartomap.github.io/nl/wgs84/buurt_2008.geojson,https://cartomap.github.io/nl/rd/buurt_2008.geojson
buurt,2009,https://cartomap.github.io/nl/wgs84/buurt_2009.geojson,https://cartomap.github.io/nl/rd/buurt_2009.geojson
buurt,2010,https://cartomap.github.io/nl/wgs84/buurt_2010.geojson,https://cartomap.github.io/nl/rd/buurt_2010.geojson
buurt,2011,https://cartomap.github.io/nl/wgs84/buurt_2011.geojson,https://cartomap.github.io/nl/rd/buurt_2011.geojson
buurt,2012,https://cartomap.github.io/nl/wgs84/buurt_2012.geojson,https://cartomap.github.io/nl/rd/buurt_2012.geojson
buurt,2013,https://cartomap.github.io/nl/wgs84/buurt_2013.geojson,https://cartomap.github.io/nl/rd/buurt_2013.geojson
buurt,2014,https://cartomap.github.io/nl/wgs84/buurt_2014.geojson,https://cartomap.github.io/nl/rd/buurt_2014.geojson
buurt,2015,https://cartomap.github.io/nl/wgs84/buurt_2015.geojson,https://cartomap.github.io/nl/rd/buurt_2015.geojson
buurt,2016,https://cartomap.github.io/nl/wgs84/buurt_2016.geojson,https://cartomap.github.io/nl/rd/buurt_2016.geojson
buurt,2017,https://cartomap.github.io/nl/wgs84/buurt_2017.geojson,https://cartomap.github.io/nl/rd/buurt_2017.geojson
buurt,2018,https://cartomap.github.io/nl/wgs84/buurt_2018.geojson,https://cartomap.github.io/nl/rd/buurt_2018.geojson
buurt,2019,https://cartomap.github.io/nl/wgs84/buurt_2019.geojson,https://cartomap.github.io/nl/rd/buurt_2019.geojson
buurt,2020,https://cartomap.github.io/nl/wgs84/buurt_2020.geojson,https://cartomap.github.io/nl/rd/buurt_2020.geojson
buurt,2021,https://cartomap.github.io/nl/wgs84/buurt_2021.geojson,https://cartomap.github.io/nl/rd/buurt_2021.geojson
buurt,2022,https://cartomap.github.io/nl/wgs84/buurt_2022.geojson,https://cartomap.github.io/nl/rd/buurt_2022.geojson
buurt,2023,https://cartomap.github.io/nl/wgs84/buurt_2023.geojson,https://cartomap.github.io/nl/rd/buurt_2023.geojson
coropgebied,1995,https://cartomap.github.io/nl/wgs84/coropgebied_1995.geojson,https://cartomap.github.io/nl/rd/coropgebied_1995.geojson
coropgebied,1996,https://cartomap.github.io/nl/wgs84/coropgebied_1996.geojson,https://cartomap.github.io/nl/rd/coropgebied_1996.geojson
coropgebied,1997,https://cartomap.github.io/nl/wgs84/coropgebied_1997.geojson,https://cartomap.github.io/nl/rd/coropgebied_1997.geojson
coropgebied,1998,https://cartomap.github.io/nl/wgs84/coropgebied_1998.geojson,https://cartomap.github.io/nl/rd/coropgebied_1998.geojson
coropgebied,1999,https://cartomap.github.io/nl/wgs84/coropgebied_1999.geojson,https://cartomap.github.io/nl/rd/coropgebied_1999.geojson
coropgebied,2000,https://cartomap.github.io/nl/wgs84/coropgebied_2000.geojson,https://cartomap.github.io/nl/rd/coropgebied_2000.geojson
coropgebied,2001,https://cartomap.github.io/nl/wgs84/coropgebied_2001.geojson,https://cartomap.github.io/nl/rd/coropgebied_2001.geojson
coropgebied,2002,https://cartomap.github.io/nl/wgs84/coropgebied_2002.geojson,https://cartomap.github.io/nl/rd/coropgebied_2002.geojson
coropgebied,2003,https://cartomap.github.io/nl/wgs84/coropgebied_2003.geojson,https://cartomap.github.io/nl/rd/coropgebied_2003.geojson
coropgebied,2004,https://cartomap.github.io/nl/wgs84/coropgebied_2004.geojson,https://cartomap.github.io/nl/rd/coropgebied_2004.geojson
coropgebied,2005,https://cartomap.github.io/nl/wgs84/coropgebied_2005.geojson,https://cartomap.github.io/nl/rd/coropgebied_2005.geojson
coropgebied,2006,https://cartomap.github.io/nl/wgs84/coropgebied_2006.geojson,https://cartomap.github.io/nl/rd/coropgebied_2006.geojson
coropgebied,2007,https://cartomap.github.io/nl/wgs84/coropgebied_2007.geojson,https://cartomap.github.io/nl/rd/coropgebied_2007.geojson
coropgebied,2008,https://cartomap.github.io/nl/wgs84/coropgebied_2008.geojson,https://cartomap.github.io/nl/rd/coropgebied_2008.geojson
coropgebied,2009,https://cartomap.github.io/nl/wgs84/coropgebied_2009.geojson,https://cartomap.github.io/nl/rd/coropgebied_2009.geojson
coropgebied,2010,https://cartomap.github.io/nl/wgs84/coropgebied_2010.geojson,https://cartomap.github.io/nl/rd/coropgebied_2010.geojson
coropgebied,2011,https://cartomap.github.io/nl/wgs84/coropgebied_2011.geojson,https://cartomap.github.io/nl/rd/coropgebied_2011.geojson
coropgebied,2012,https://cartomap.github.io/nl/wgs84/coropgebied_2012.geojson,https://cartomap.github.io/nl/rd/coropgebied_2012.geojson
coropgebied,2013,https://cartomap.github.io/nl/wgs84/coropgebied_2013.geojson,https://cartomap.github.io/nl/rd/coropgebied_2013.geojson
coropgebied,2014,https://cartomap.github.io/nl/wgs84/coropgebied_2014.geojson,https://cartomap.github.io/nl/rd/coropgebied_2014.geojson
coropgebied,2015,https://cartomap.github.io/nl/wgs84/coropgebied_2015.geojson,https://cartomap.github.io/nl/rd/coropgebied_2015.geojson
coropgebied,2016,https://cartomap.github.io/nl/wgs84/coropgebied_2016.geojson,https://cartomap.github.io/nl/rd/coropgebied_2016.geojson
coropgebied,2017,https://cartomap.github.io/nl/wgs84/coropgebied_2017.geojson,https://cartomap.github.io/nl/rd/coropgebied_2017.geojson
coropgebied,2018,https://cartomap.github.io/nl/wgs84/coropgebied_2018.geojson,https://cartomap.github.io/nl/rd/coropgebied_2018.geojson
coropgebied,2019,https://cartomap.github.io/nl/wgs84/coropgebied_2019.geojson,https://cartomap.github.io/nl/rd/coropgebied_2019.geojson
coropgebied,2020,https://cartomap.github.io/nl/wgs84/coropgebied_2020.geojson,https://cartomap.github.io/nl/rd/coropgebied_2020.geojson
coropgebied,2021,https://cartomap.github.io/nl/wgs84/coropgebied_2021.geojson,https://cartomap.github.io/nl/rd/coropgebied_2021.geojson
coropgebied,2022,https://cartomap.github.io/nl/wgs84/coropgebied_2022.geojson,https://cartomap.github.io/nl/rd/coropgebied_2022.geojson
coropgebied,2023,https://cartomap.github.io/nl/wgs84/coropgebied_2023.geojson,https://cartomap.github.io/nl/rd/coropgebied_2023.geojson
coropplusgebied,2005,https://cartomap.github.io/nl/wgs84/coropplusgebied_2005.geojson,https://cartomap.github.io/nl/rd/coropplusgebied_2005.geojson
coropplusgebied,2006,https://cartomap.github.io/nl/wgs84/coropplusgebied_2006.geojson,https://cartomap.github.io/nl/rd/coropplusgebied_2006.geojson
coropplusgebied,2007,https://cartomap.github.io/nl/wgs84/coropplusgebied_2007.geojson,https://cartomap.github.io/nl/rd/coropplusgebied_2007.geojson
coropplusgebied,2008,https://cartomap.github.io/nl/wgs84/coropplusgebied_2008.geojson,https://cartomap.github.io/nl/rd/coropplusgebied_2008.geojson
coropplusgebied,2009,https://cartomap.github.io/nl/wgs84/coropplusgebied_2009.geojson,https://cartomap.github.io/nl/rd/coropplusgebied_2009.geojson
coropplusgebied,2010,https://cartomap.github.io/nl/wgs84/coropplusgebied_2010.geojson,https://cartomap.github.io/nl/rd/coropplusgebied_2010.geojson
coropplusgebied,2011,https://cartomap.github.io/nl/wgs84/coropplusgebied_2011.geojson,https://cartomap.github.io/nl/rd/coropplusgebied_2011.geojson
coropplusgebied,2012,https://cartomap.github.io/nl/wgs84/coropplusgebied_2012.geojson,https://cartomap.github.io/nl/rd/coropplusgebied_2012.geojson
coropplusgebied,2013,https://cartomap.github.io/nl/wgs84/coropplusgebied_2013.geojson,https://cartomap.github.io/nl/rd/coropplusgebied_2013.geojson
coropplusgebied,2014,https://cartomap.github.io/nl/wgs84/coropplusgebied_2014.geojson,https://cartomap.github.io/nl/rd/coropplusgebied_2014.geojson
coropplusgebied,2015,https://cartomap.github.io/nl/wgs84/coropplusgebied_2015.geojson,https://cartomap.github.io/nl/rd/coropplusgebied_2015.geojson
coropplusgebied,2016,https://cartomap.github.io/nl/wgs84/coropplusgebied_2016.geojson,https://cartomap.github.io/nl/rd/coropplusgebied_2016.geojson
coropplusgebied,2017,https://cartomap.github.io/nl/wgs84/coropplusgebied_2017.geojson,https://cartomap.github.io/nl/rd/coropplusgebied_2017.geojson
coropplusgebied,2018,https://cartomap.github.io/nl/wgs84/coropplusgebied_2018.geojson,https://cartomap.github.io/nl/rd/coropplusgebied_2018.geojson
coropplusgebied,2019,https://cartomap.github.io/nl/wgs84/coropplusgebied_2019.geojson,https://cartomap.github.io/nl/rd/coropplusgebied_2019.geojson
coropplusgebied,2020,https://cartomap.github.io/nl/wgs84/coropplusgebied_2020.geojson,https://cartomap.github.io/nl/rd/coropplusgebied_2020.geojson
coropplusgebied,2021,https://cartomap.github.io/nl/wgs84/coropplusgebied_2021.geojson,https://cartomap.github.io/nl/rd/coropplusgebied_2021.geojson
coropplusgebied,2022,https://cartomap.github.io/nl/wgs84/coropplusgebied_2022.geojson,https://cartomap.github.io/nl/rd/coropplusgebied_2022.geojson
coropplusgebied,2023,https://cartomap.github.io/nl/wgs84/coropplusgebied_2023.geojson,https://cartomap.github.io/nl/rd/coropplusgebied_2023.geojson
coropsubgebied,1995,https://cartomap.github.io/nl/wgs84/coropsubgebied_1995.geojson,https://cartomap.github.io/nl/rd/coropsubgebied_1995.geojson
coropsubgebied,1996,https://cartomap.github.io/nl/wgs84/coropsubgebied_1996.geojson,https://cartomap.github.io/nl/rd/coropsubgebied_1996.geojson
coropsubgebied,1997,https://cartomap.github.io/nl/wgs84/coropsubgebied_1997.geojson,https://cartomap.github.io/nl/rd/coropsubgebied_1997.geojson
coropsubgebied,1998,https://cartomap.github.io/nl/wgs84/coropsubgebied_1998.geojson,https://cartomap.github.io/nl/rd/coropsubgebied_1998.geojson
coropsubgebied,1999,https://cartomap.github.io/nl/wgs84/coropsubgebied_1999.geojson,https://cartomap.github.io/nl/rd/coropsubgebied_1999.geojson
coropsubgebied,2000,https://cartomap.github.io/nl/wgs84/coropsubgebied_2000.geojson,https://cartomap.github.io/nl/rd/coropsubgebied_2000.geojson
coropsubgebied,2001,https://cartomap.github.io/nl/wgs84/coropsubgebied_2001.geojson,https://cartomap.github.io/nl/rd/coropsubgebied_2001.geojson
coropsubgebied,2002,https://cartomap.github.io/nl/wgs84/coropsubgebied_2002.geojson,https://cartomap.github.io/nl/rd/coropsubgebied_2002.geojson
coropsubgebied,2003,https://cartomap.github.io/nl/wgs84/coropsubgebied_2003.geojson,https://cartomap.github.io/nl/rd/coropsubgebied_2003.geojson
coropsubgebied,2004,https://cartomap.github.io/nl/wgs84/coropsubgebied_2004.geojson,https://cartomap.github.io/nl/rd/coropsubgebied_2004.geojson
coropsubgebied,2005,https://cartomap.github.io/nl/wgs84/coropsubgebied_2005.geojson,https://cartomap.github.io/nl/rd/coropsubgebied_2005.geojson
coropsubgebied,2006,https://cartomap.github.io/nl/wgs84/coropsubgebied_2006.geojson,https://cartomap.github.io/nl/rd/coropsubgebied_2006.geojson
coropsubgebied,2007,https://cartomap.github.io/nl/wgs84/coropsubgebied_2007.geojson,https://cartomap.github.io/nl/rd/coropsubgebied_2007.geojson
